Optimizer,Dataset,objfname,Experiment,startTime,EndTime,ExecutionTime,trainAcc,trainTP,trainFN,trainFP,trainTN,testAcc,testTP,testFN,testFP,testTN,Iter1,Iter2,Iter3,Iter4,Iter5,Iter6,Iter7,Iter8,Iter9,Iter10,Iter11,Iter12,Iter13,Iter14,Iter15,Iter16,Iter17,Iter18,Iter19,Iter20,Iter21,Iter22,Iter23,Iter24,Iter25,Iter26,Iter27,Iter28,Iter29,Iter30,Iter31,Iter32,Iter33,Iter34,Iter35,Iter36,Iter37,Iter38,Iter39,Iter40,Iter41,Iter42,Iter43,Iter44,Iter45,Iter46,Iter47,Iter48,Iter49,Iter50,Iter51,Iter52,Iter53,Iter54,Iter55,Iter56,Iter57,Iter58,Iter59,Iter60,Iter61,Iter62,Iter63,Iter64,Iter65,Iter66,Iter67,Iter68,Iter69,Iter70,Iter71,Iter72,Iter73,Iter74,Iter75,Iter76,Iter77,Iter78,Iter79,Iter80,Iter81,Iter82,Iter83,Iter84,Iter85,Iter86,Iter87,Iter88,Iter89,Iter90,Iter91,Iter92,Iter93,Iter94,Iter95,Iter96,Iter97,Iter98,Iter99,Iter100
GWO,flame,costNN,1,2022-05-18-22-07-50,2022-05-18-22-08-03,13.300802946090698,0.94375,101.0,1.0,8.0,50.0,0.9625,49.0,2.0,1.0,28.0,0.19396659928225404,0.19396659928225404,0.1783081095458817,0.1783081095458817,0.17652059400737272,0.1729430153773675,0.1729430153773675,0.1729430153773675,0.17245333957265516,0.17245333957265516,0.17026892138060284,0.16594655249125737,0.16594655249125737,0.16594655249125737,0.16327830772798685,0.16292766337607265,0.16292766337607265,0.15905017370801455,0.15905017370801455,0.15638766214404015,0.15638766214404015,0.15638766214404015,0.15378280485287368,0.15378280485287368,0.15191542629784685,0.15191542629784685,0.14665974549917,0.14665974549917,0.14184441740444048,0.13454169341709715,0.13454169341709715,0.13454169341709715,0.13454169341709715,0.12590041975558364,0.12590041975558364,0.12590041975558364,0.12590041975558364,0.12421443169275506,0.11485854873007913,0.11485854873007913,0.11485854873007913,0.11383610092348126,0.10938614521969234,0.10938614521969234,0.10938614521969234,0.10572098463029515,0.10056688402996347,0.10056688402996347,0.10056688402996347,0.10006970751803154,0.10006970751803154,0.10006970751803154,0.09894709298242582,0.09894709298242582,0.09894709298242582,0.09580777486336856,0.09580777486336856,0.09580777486336856,0.09580777486336856,0.09580777486336856,0.09580777486336856,0.09551847298155479,0.09551847298155479,0.09551847298155479,0.09450621170446752,0.09450621170446752,0.09450621170446752,0.09450621170446752,0.09450621170446752,0.09450621170446752,0.09447411921246522,0.09447411921246522,0.09418847932011834,0.09418847932011834,0.09110843361617535,0.08763436647347009,0.08763436647347009,0.08763436647347009,0.08763436647347009,0.08737566205556381,0.08439821187928284,0.08439821187928284,0.08306789115963766,0.08306789115963766,0.08306789115963766,0.08262955943850855,0.08262955943850855,0.0825368222294763,0.0816426064003771,0.0816426064003771,0.08118969083757971,0.0801942103845362,0.08009102367363766,0.07956019972877933,0.07938805074967195,0.07845408854966976,0.07845408854966976,0.07825785223502757,0.07793293872628301,0.07782725296387336
GWO,flame,costNN,2,2022-05-18-22-08-03,2022-05-18-22-08-17,14.640364646911621,0.69375,59.0,43.0,6.0,52.0,0.725,34.0,17.0,5.0,24.0,0.21486206878885117,0.21486206878885117,0.21430521940993033,0.21430521940993033,0.21430521940993033,0.21430521940993033,0.21430521940993033,0.1869399715136439,0.1869399715136439,0.18382839968759956,0.18382839968759956,0.18382839968759956,0.18382839968759956,0.18382839968759956,0.1769757061371832,0.1769757061371832,0.1769757061371832,0.1769757061371832,0.17671816859402031,0.17671816859402031,0.17671816859402031,0.17671816859402031,0.17671816859402031,0.17671816859402031,0.17671816859402031,0.17671816859402031,0.17671816859402031,0.17671816859402031,0.17500983535252318,0.17500983535252318,0.17500983535252318,0.17500983535252318,0.17500983535252318,0.17500983535252318,0.17500983535252318,0.17500983535252318,0.1750091782222071,0.1750091782222071,0.1750091782222071,0.1750091782222071,0.1750091782222071,0.1750091782222071,0.1750091782222071,0.1750091782222071,0.1750091782222071,0.1750091782222071,0.1750091782222071,0.1750091782222071,0.1750091782222071,0.1750091782222071,0.1750091782222071,0.1750091782222071,0.1750091782222071,0.1750091782222071,0.1750091782222071,0.1750091782222071,0.1750091782222071,0.1750091782222071,0.1750091782222071,0.1750091782222071,0.1750091782222071,0.1749759602650056,0.1749759602650056,0.1749759602650056,0.1749759602650056,0.1749759602650056,0.17491093536261243,0.17491093536261243,0.17491093536261243,0.17491093536261243,0.17491093536261243,0.17491093536261243,0.17491093536261243,0.17491093536261243,0.17491093536261243,0.1744983045576714,0.1744983045576714,0.1744983045576714,0.1744983045576714,0.1744983045576714,0.1744605945699744,0.17426070955398187,0.17426070955398187,0.17426070955398187,0.17426070955398187,0.17426070955398187,0.17426070955398187,0.17426070955398187,0.17426070955398187,0.17426070955398187,0.17426070955398187,0.17426070955398187,0.17426070955398187,0.17426070955398187,0.17421920554522918,0.17419889705009745,0.17419889705009745,0.17416624427531988,0.17416624427531988,0.17413360392973054
MFO,flame,costNN,1,2022-05-18-22-08-17,2022-05-18-22-08-32,14.1860990524292,0.90625,99.0,3.0,12.0,46.0,0.9125,49.0,2.0,5.0,24.0,0.18969523428105345,0.18969523428105345,0.18969523428105345,0.18969523428105345,0.18969523428105345,0.18881771249305043,0.18881771249305043,0.18881771249305043,0.18881771249305043,0.18881771249305043,0.18607847243396922,0.18607847243396922,0.18607847243396922,0.18372470037969657,0.18372470037969657,0.18372470037969657,0.18372470037969657,0.17803214496540481,0.175212261182648,0.175212261182648,0.175212261182648,0.17516893834365121,0.17347092055460264,0.17347092055460264,0.17347092055460264,0.17042594119612414,0.17042594119612414,0.16908767991781534,0.16908767991781534,0.1638989897979746,0.14855768290929894,0.14855768290929894,0.14855768290929894,0.14855768290929894,0.14855768290929894,0.14855768290929894,0.14855768290929894,0.14855768290929894,0.14839619649996733,0.14839619649996733,0.1448794761695062,0.13142471821295748,0.13142471821295748,0.13142471821295748,0.13142471821295748,0.13142471821295748,0.13142471821295748,0.13073614707282283,0.13073614707282283,0.13013643224734708,0.12899963720746904,0.12245052520804309,0.12245052520804309,0.12245052520804309,0.12245052520804309,0.12245052520804309,0.12245052520804309,0.12245052520804309,0.12233659928490419,0.12196239888196078,0.11007668714882639,0.11007668714882639,0.11007668714882639,0.11007668714882639,0.11007668714882639,0.10998591230961771,0.10998591230961771,0.10729894320830899,0.10306938323570133,0.10306938323570133,0.10306938323570133,0.10306938323570133,0.10306938323570133,0.09433640923807389,0.09433640923807389,0.09433640923807389,0.09306977863846058,0.09306977863846058,0.0927705253033145,0.0927705253033145,0.0927705253033145,0.0927705253033145,0.0927705253033145,0.09273738258954733,0.09273738258954733,0.09271436272291692,0.09271436272291692,0.09271436272291692,0.09267596516309343,0.09265888578654295,0.09265888578654295,0.09264886393012525,0.09264886393012525,0.09264886393012525,0.09259054666679221,0.09259054666679221,0.09256759799303017,0.09256759799303017,0.09256759799303017,0.09256759799303017
MFO,flame,costNN,2,2022-05-18-22-08-32,2022-05-18-22-08-45,12.910213232040405,0.91875,101.0,1.0,12.0,46.0,0.925,51.0,0.0,6.0,23.0,0.22237636788022494,0.19025039650716202,0.19025039650716202,0.19025039650716202,0.1895841022570975,0.1895841022570975,0.1895841022570975,0.1895841022570975,0.1895841022570975,0.1895841022570975,0.18425777002571272,0.18425777002571272,0.18425777002571272,0.18425777002571272,0.18425777002571272,0.18285231284875397,0.17459010147754955,0.17459010147754955,0.17459010147754955,0.1679628005972345,0.1679628005972345,0.16667206108758736,0.1621142031253245,0.1621142031253245,0.1563283939183679,0.1563283939183679,0.1563283939183679,0.1563283939183679,0.1562855044572025,0.1532976101213505,0.1532976101213505,0.15310395858906448,0.15310395858906448,0.15277735800194317,0.1410655495256678,0.1410655495256678,0.1407275971471576,0.1375596627763832,0.1375596627763832,0.1375596627763832,0.1375596627763832,0.1375596627763832,0.1346543660051199,0.1346543660051199,0.1346543660051199,0.1346543660051199,0.1346543660051199,0.1346543660051199,0.1346543660051199,0.13427315553679472,0.13427315553679472,0.13427315553679472,0.13242574237604243,0.13242574237604243,0.13195736317076737,0.13195736317076737,0.1307565281777111,0.1307565281777111,0.1307565281777111,0.12864419588208734,0.12864419588208734,0.12864419588208734,0.12808020625007305,0.12808020625007305,0.1278627246959249,0.12777082745080223,0.12777082745080223,0.1269540363542731,0.1269540363542731,0.1265965812364606,0.12481131104179695,0.12457171225612004,0.12388185750371594,0.12388185750371594,0.12388185750371594,0.12365589182388256,0.12365589182388256,0.12298973420702222,0.1226824045120897,0.1226824045120897,0.1226333449259414,0.1226333449259414,0.12212394140107832,0.12212394140107832,0.12127037991412389,0.11929844828171912,0.11929844828171912,0.11929844828171912,0.11929844828171912,0.11871101974557444,0.1185037573707552,0.1185037573707552,0.11809324451781489,0.11809324451781489,0.11807763923411703,0.1180216834874365,0.11802095473645824,0.11802095473645824,0.11802095473645824,0.1180179008710684
SCA,flame,costNN,1,2022-05-18-22-08-45,2022-05-18-22-08-59,14.448674201965332,0.86875,102.0,0.0,21.0,37.0,0.8375,51.0,0.0,13.0,16.0,0.20220609335305978,0.20220609335305978,0.20220609335305978,0.20220609335305978,0.20220609335305978,0.20220609335305978,0.20220609335305978,0.20220609335305978,0.20220609335305978,0.20220609335305978,0.20220609335305978,0.20220609335305978,0.20220609335305978,0.20220609335305978,0.20220609335305978,0.19458472477693914,0.19458472477693914,0.19458472477693914,0.19458472477693914,0.19458472477693914,0.19458472477693914,0.19458472477693914,0.19458472477693914,0.19458472477693914,0.19458472477693914,0.19458472477693914,0.19458472477693914,0.19458472477693914,0.19458472477693914,0.17177330926694917,0.17177330926694917,0.17177330926694917,0.17177330926694917,0.16208699024439932,0.16208699024439932,0.16208699024439932,0.16208699024439932,0.16208699024439932,0.16208699024439932,0.16208699024439932,0.16208699024439932,0.16208699024439932,0.16208699024439932,0.16208699024439932,0.16208699024439932,0.16208699024439932,0.16208699024439932,0.1479370222670921,0.1479370222670921,0.1479370222670921,0.1479370222670921,0.1479370222670921,0.1479370222670921,0.1479370222670921,0.1479370222670921,0.1479370222670921,0.1479370222670921,0.1479370222670921,0.1479370222670921,0.1479370222670921,0.1479370222670921,0.1479370222670921,0.1479370222670921,0.1479370222670921,0.1479370222670921,0.1479370222670921,0.1479370222670921,0.1479370222670921,0.1479370222670921,0.1479370222670921,0.12898784354393084,0.12898784354393084,0.12898784354393084,0.12898784354393084,0.12898784354393084,0.12898784354393084,0.12898784354393084,0.12898784354393084,0.12898784354393084,0.12898784354393084,0.12898784354393084,0.12898784354393084,0.12898784354393084,0.12898784354393084,0.12898784354393084,0.12898784354393084,0.12898784354393084,0.12898784354393084,0.12898784354393084,0.12898784354393084,0.12898784354393084,0.12898784354393084,0.12898784354393084,0.12898784354393084,0.12898784354393084,0.12898784354393084,0.12898784354393084,0.12898784354393084,0.12898784354393084,0.12898784354393084
SCA,flame,costNN,2,2022-05-18-22-08-59,2022-05-18-22-09-12,12.856964111328125,0.825,91.0,11.0,17.0,41.0,0.7625,43.0,8.0,11.0,18.0,0.20070703546044308,0.20070703546044308,0.20070703546044308,0.19763959355516786,0.19763959355516786,0.19763959355516786,0.19763959355516786,0.19763959355516786,0.19763959355516786,0.1922419159480923,0.1922419159480923,0.1922419159480923,0.1922419159480923,0.1922419159480923,0.1922419159480923,0.1922419159480923,0.1922419159480923,0.1922419159480923,0.1922419159480923,0.1922419159480923,0.19168787568315954,0.19168787568315954,0.19168787568315954,0.19168787568315954,0.19168787568315954,0.19168787568315954,0.18768187099057093,0.18768187099057093,0.18768187099057093,0.18768187099057093,0.18768187099057093,0.18768187099057093,0.18768187099057093,0.18768187099057093,0.18768187099057093,0.18768187099057093,0.18451950556752755,0.18451950556752755,0.17949211342921972,0.17949211342921972,0.17949211342921972,0.17949211342921972,0.15036777332903697,0.15036777332903697,0.15036777332903697,0.15036777332903697,0.15036777332903697,0.15036777332903697,0.15036777332903697,0.14418138805690098,0.14418138805690098,0.14418138805690098,0.14418138805690098,0.14418138805690098,0.14418138805690098,0.14418138805690098,0.14418138805690098,0.14418138805690098,0.14418138805690098,0.14418138805690098,0.14418138805690098,0.14418138805690098,0.14418138805690098,0.14418138805690098,0.14418138805690098,0.14418138805690098,0.14418138805690098,0.14418138805690098,0.14418138805690098,0.14418138805690098,0.14418138805690098,0.14418138805690098,0.14418138805690098,0.14418138805690098,0.14418138805690098,0.1390506449461583,0.1390506449461583,0.1390506449461583,0.1390506449461583,0.1390506449461583,0.1390506449461583,0.1390506449461583,0.1390506449461583,0.1390506449461583,0.1390506449461583,0.1390506449461583,0.1390506449461583,0.1390506449461583,0.1390506449461583,0.1390506449461583,0.1390506449461583,0.1390506449461583,0.1390506449461583,0.1390506449461583,0.1390506449461583,0.1390506449461583,0.1390506449461583,0.1390506449461583,0.1390506449461583,0.1390506449461583
SSA,flame,costNN,1,2022-05-18-22-09-12,2022-05-18-22-09-25,12.993496656417847,0.83125,93.0,9.0,18.0,40.0,0.775,43.0,8.0,10.0,19.0,0.19393173922475868,0.19393173922475868,0.19393173922475868,0.19393173922475868,0.19393173922475868,0.19393173922475868,0.19393173922475868,0.19393173922475868,0.19393173922475868,0.19393173922475868,0.19393173922475868,0.19393173922475868,0.19393173922475868,0.1899466190746753,0.18383723798196105,0.1524864188629737,0.1524864188629737,0.1524864188629737,0.1524864188629737,0.1524864188629737,0.1524864188629737,0.1524864188629737,0.1524864188629737,0.1524864188629737,0.1524864188629737,0.1524864188629737,0.1524864188629737,0.1524864188629737,0.1524864188629737,0.1524864188629737,0.1524864188629737,0.1524864188629737,0.1524864188629737,0.1524864188629737,0.1524864188629737,0.1524864188629737,0.1524864188629737,0.1524864188629737,0.1524864188629737,0.1524864188629737,0.1524864188629737,0.1524864188629737,0.1524864188629737,0.1524864188629737,0.1524864188629737,0.1477105100830242,0.14667903391473197,0.14667903391473197,0.1455268378069523,0.14070702640579097,0.14070702640579097,0.13996175104854153,0.1371391395502875,0.13501566916014734,0.13501566916014734,0.13501566916014734,0.13501566916014734,0.13501566916014734,0.1349455725255683,0.13475541269962438,0.13459753021348853,0.1344872719328698,0.1342838118121732,0.1341472112106786,0.1341289767094482,0.1341289767094482,0.13407962256427278,0.13399561198444382,0.13392361690896903,0.13390393083695823,0.1338947247975562,0.13385578211331506,0.13383383911566044,0.13382431761169045,0.13380804453455983,0.13379795029252908,0.13379303121531577,0.1337836401502193,0.13377118938933963,0.13376427680164574,0.13375885748091848,0.13375690907394971,0.13375481523495417,0.13375340799853225,0.13375215120245834,0.13375168718832292,0.13375071917385972,0.13375005864323222,0.1337498094515308,0.1337495417960013,0.13374934842092379,0.133749188982877,0.13374907727311977,0.13374898087870213,0.13374890025327554,0.13374880991406898,0.1337487698141846,0.13374872619224853,0.13374870623661128,0.13374869092616512
SSA,flame,costNN,2,2022-05-18-22-09-25,2022-05-18-22-09-46,20.37161135673523,0.75625,76.0,26.0,13.0,45.0,0.875,45.0,6.0,4.0,25.0,0.2100509998728342,0.2100509998728342,0.2100509998728342,0.2100509998728342,0.2100509998728342,0.2100509998728342,0.2100509998728342,0.2100509998728342,0.2100509998728342,0.2100509998728342,0.2100509998728342,0.2100509998728342,0.2100509998728342,0.2100509998728342,0.2100509998728342,0.2100509998728342,0.2100509998728342,0.2100509998728342,0.2100509998728342,0.1920968731564677,0.1920968731564677,0.1920968731564677,0.1920968731564677,0.17281350072029608,0.17281350072029608,0.16289809623982224,0.16289809623982224,0.16289809623982224,0.16289809623982224,0.16289809623982224,0.16289809623982224,0.16289809623982224,0.16289809623982224,0.16289809623982224,0.16289809623982224,0.16289809623982224,0.16289809623982224,0.16289809623982224,0.16289809623982224,0.16289809623982224,0.16289809623982224,0.16289809623982224,0.16289809623982224,0.16154002543290277,0.15981479601971266,0.15949633568305024,0.15793459736788967,0.1561689906009644,0.1560121253051256,0.15489949449170143,0.1531586635053021,0.15190787731334365,0.15190787731334365,0.1505013820534506,0.15040293008730143,0.15005491324165227,0.14971061267175312,0.1492255596774606,0.1490970083085413,0.14889961027381537,0.14858658753885368,0.14857878499737115,0.14841709154319122,0.1482962879928949,0.14826335276517866,0.14817379401630776,0.14814666167350993,0.14807352981265787,0.14800350414744293,0.14793602113744062,0.14790310141555887,0.14787051927919895,0.1478325545242476,0.14781217182901957,0.14779192012421222,0.1477808651195784,0.14777181849407503,0.14776496494753122,0.14775924115624398,0.14775407234219515,0.14775083535296044,0.14774730537073716,0.14774468633088872,0.14774257226223492,0.14774096500536565,0.14773997956668333,0.14773917529057248,0.14773845627748883,0.1477379736475347,0.14773769757777627,0.14773742587464,0.1477372507218098,0.14773710693489303,0.1477370363185792,0.1477369611119598,0.14773691172245293,0.14773686419773582,0.1477368317886345,0.1477368060593724,0.14773678797053436
WOA,flame,costNN,1,2022-05-18-22-09-46,2022-05-18-22-10-03,17.040432453155518,0.71875,70.0,32.0,13.0,45.0,0.7375,41.0,10.0,11.0,18.0,0.22095850105598092,0.2194162993438534,0.20517828276054223,0.20515455906446797,0.19622896783615856,0.19622896783615856,0.19521359934000043,0.19413421931018834,0.19408967703041152,0.19408967703041152,0.1935689846888629,0.191199139902689,0.18499672313411925,0.18438053761615225,0.1836637137613903,0.17908867514621282,0.17908867514621282,0.17852328926941033,0.17852328926941033,0.17843650487929913,0.17843650487929913,0.17836750123096756,0.17834844362023955,0.17834844362023955,0.17834274713802442,0.1783410936675486,0.1783392057166866,0.1783361014447114,0.1783361014447114,0.17833607447819783,0.17833607447819783,0.17833585523367534,0.1783358375291096,0.1783358166291071,0.1783358166291071,0.17833552769670327,0.17833552769670327,0.17833431518063075,0.17833431518063075,0.17833431518063075,0.1783335907714167,0.17832100714747628,0.178320747864761,0.178320747864761,0.178320747864761,0.1783202431249486,0.17829090005300197,0.17828945412119065,0.17828090607125432,0.17828090607125432,0.1782739887212709,0.17827177824030693,0.17827050848841056,0.1782570132097439,0.17825164189995557,0.17825144240276777,0.17825144240276777,0.17825140870038458,0.17824476141961462,0.17823625316790487,0.17823129061540885,0.17823014195112236,0.17823014195112236,0.17823014195112236,0.17823012650685502,0.17823012650685502,0.17823012650685502,0.17823011185701435,0.1782300062262626,0.1782284078699937,0.1782262970204722,0.17822562901713973,0.17822492212874552,0.17822488124298957,0.17822482200881024,0.17822478751061027,0.17822445588248662,0.17822442787824222,0.1782243985586543,0.1782235676448743,0.1782217659935295,0.17822150709383555,0.17822144596768957,0.17822144596768957,0.17822140021834404,0.17822140021834404,0.17822140021834404,0.17822137136512783,0.17822135787070387,0.17822135787070387,0.17822135787070387,0.17822135777313278,0.17822135777313278,0.17822135777313278,0.17822135777313278,0.17822135749040766,0.17822135248453425,0.17822134957800814,0.17822134957800814,0.17822134957800814
WOA,flame,costNN,2,2022-05-18-22-10-03,2022-05-18-22-10-23,20.585869073867798,0.6375,102.0,0.0,58.0,0.0,0.6375,51.0,0.0,29.0,0.0,0.24319371497350736,0.23334093340379997,0.2311825450773426,0.23113134842781058,0.2310967153969398,0.22909204326673752,0.22576390221274067,0.22044207885970132,0.22011006848772263,0.22011006848772263,0.21982530660691024,0.21981791924033423,0.21936416179054477,0.21797689756487282,0.21768083291843374,0.2175892574297657,0.21754833687828617,0.21746344206024215,0.21746344206024215,0.21740714293048097,0.21735509590161653,0.21728234751136358,0.21726914290734384,0.21721747068523262,0.21719880484180237,0.2171946359140537,0.2170750562973643,0.2170677113449977,0.21689849500916383,0.2167776628548331,0.21640349568241768,0.2163549330430632,0.21634005400051234,0.21622809739297394,0.21617321308907203,0.21591064804292048,0.21582650843716636,0.2156779024071625,0.2154166053696768,0.21533658894771524,0.2153133790609111,0.21526013143383257,0.2152315540276951,0.21519084150694515,0.2151842576672148,0.21515634014224444,0.2151302788343422,0.21512284457341133,0.21512006643730847,0.2151187906512348,0.2151187906512348,0.21511572323138878,0.21511571855845685,0.21511550632375478,0.21511512005083544,0.2151151146551058,0.2151151146551058,0.2151151146551058,0.21511507878495312,0.21511507878495312,0.21511507878495312,0.21511507789495782,0.21511507789495782,0.21511507631656873,0.21511507631656873,0.21511507631656873,0.21511507548158457,0.21511507548158457,0.21511507548158457,0.21511507244778266,0.21511507244778266,0.21511507244778266,0.21511507206189573,0.21511507206189573,0.21511507206189573,0.21511507206189573,0.21511507206189573,0.21511507206189573,0.21511506944258946,0.21511506906201044,0.21511506906201044,0.21511506827694632,0.21511506827694632,0.21511506827694632,0.21511506827694632,0.21511506827694632,0.21511506827694632,0.2151150680311365,0.2151150680311365,0.2151150680272588,0.2151150680272588,0.2151150680272588,0.2151150680272588,0.2151150680272588,0.2151150680272588,0.21511506802724742,0.21511506802724742,0.2151150680235066,0.2151150680235066,0.2151150680235066
